SETTLEMENT_DATE,SETTLEMENT_PERIOD,ND,FORECAST_ACTUAL_INDICATOR,TSD,ENGLAND_WALES_DEMAND,EMBEDDED_WIND_GENERATION,EMBEDDED_WIND_CAPACITY,EMBEDDED_SOLAR_GENERATION,EMBEDDED_SOLAR_CAPACITY,NON_BM_STOR,PUMP_STORAGE_PUMPING,SCOTTISH_TRANSFER,IFA_FLOW,IFA2_FLOW,BRITNED_FLOW,MOYLE_FLOW,EAST_WEST_FLOW,NEMO_FLOW,NSL_FLOW,ELECLINK_FLOW,VIKING_FLOW,GREENLINK_FLOW
2026-05-17,22,18642,A,20514,16865,1402,6606,8099,22126,0,599,1163,1507,992,1003,-260,0,1016,1397,998,1422,-513
2026-05-17,23,18501,A,20317,16790,1453,6606,9085,22126,0,594,1289,1507,992,1003,-276,0,1016,1397,998,1423,-446
2026-05-17,24,18376,A,19847,16639,1503,6606,9698,22126,0,357,964,1507,992,1003,-231,0,1016,1397,998,1424,-383
2026-05-17,25,18617,A,20052,16951,1520,6606,10309,22126,0,356,1216,1507,992,1003,-90,0,1016,1397,997,1426,-489
2026-05-17,26,18597,A,19971,16840,1537,6606,10213,22126,0,355,1173,1507,992,1003,-104,0,1016,1397,998,1426,-415
2026-05-17,27,18211,A,19591,16513,1599,6606,10474,22126,0,483,1140,1507,992,1003,-11,0,1016,1397,998,1426,-386
2026-05-17,28,18109,A,19324,16394,1661,6606,10877,22126,0,344,955,1507,992,1002,0,0,1016,1397,998,1426,-371
2026-05-17,29,17826,A,19174,16134,1701,6606,9849,22126,0,474,808,1507,992,1003,-16,0,997,1397,997,1425,-358
2026-05-17,30,18061,A,19404,16308,1741,6606,9082,22126,0,636,842,1507,992,1003,0,0,996,1397,997,1426,-207
2026-05-17,31,18599,A,19848,16842,1702,6606,8181,22126,0,640,750,1507,992,1003,0,0,982,1397,997,1426,-109
2026-05-17,32,19517,A,20571,17633,1663,6606,7897,22126,0,349,552,1507,992,992,0,0,981,1397,998,1423,-205
2026-05-17,33,20834,A,21719,18779,1624,6606,7395,22126,0,191,839,1508,992,693,0,0,710,1397,998,1302,-194
2026-05-17,34,22205,A,23123,19958,1585,6606,5836,22126,0,23,1020,1508,992,692,-59,0,700,1397,997,1288,-336
2026-05-17,35,24147,A,25193,21698,1459,6606,5333,22126,0,14,684,1508,992,919,-59,0,536,1397,996,1110,-473
2026-05-17,36,25013,A,26233,22427,1333,6606,4309,22126,0,14,403,1508,992,926,-192,0,530,1397,996,1092,-514
2026-05-17,37,26511,A,27756,23942,1214,6606,3055,22126,0,9,429,1509,992,565,-280,0,504,1397,997,937,-456
2026-05-17,38,27158,A,28596,24459,1095,6606,2183,22126,0,10,93,1508,992,520,-418,-1,503,1397,996,912,-509
2026-05-17,39,27040,A,28600,24429,975,6606,1391,22126,0,8,-5,1509,992,3,-452,-86,536,1397,996,415,-514
2026-05-17,40,27642,A,29232,24952,855,6606,806,22126,0,6,-235,1509,992,0,-452,-118,536,1397,996,394,-514
2026-05-17,41,27513,A,29182,24880,863,6606,355,22126,0,6,-306,1509,992,329,-452,-197,244,1397,996,909,-514
2026-05-17,42,27251,A,28987,24595,870,6606,29,22126,0,6,-463,1509,992,365,-452,-264,234,1397,997,940,-514
2026-05-17,43,27016,A,28901,24352,798,6606,0,22126,0,5,-825,1508,992,645,-452,-414,557,1397,997,749,-514
2026-05-17,44,26128,A,28123,23611,726,6606,0,22126,0,7,-1079,1507,992,657,-451,-523,570,1397,997,729,-514
2026-05-17,45,25461,A,27463,23053,722,6606,0,22126,0,7,-824,1508,992,437,-452,-529,516,1397,997,493,-514
2026-05-17,46,24223,A,26224,21885,718,6606,0,22126,0,7,-954,1508,992,428,-452,-528,515,1367,997,466,-514
2026-05-17,47,22702,A,24635,20512,718,6606,0,22126,0,7,-851,1508,992,437,-451,-461,703,993,988,35,-514
2026-05-17,48,22098,A,23993,19986,717,6606,0,22126,0,11,-996,1508,992,437,-452,-418,710,935,987,9,-514
2026-05-18,1,21622,A,23622,19492,709,6606,0,22126,0,10,-1133,1507,992,384,-452,-524,898,784,982,241,-514
2026-05-18,2,21458,A,23462,19325,701,6606,0,22126,0,11,-1151,1507,992,382,-451,-528,905,792,982,254,-514
2026-05-18,3,21518,A,23520,19368,709,6606,0,22126,0,9,-1200,1508,992,513,-451,-528,827,1126,982,183,-514
2026-05-18,4,21550,A,23551,19444,717,6606,0,22126,0,6,-1172,1507,992,517,-452,-529,824,1172,982,180,-514
2026-05-18,5,21452,A,23449,19255,739,6606,0,22126,0,4,-1269,1508,992,510,-451,-528,662,1232,996,267,-514
2026-05-18,6,20864,A,22862,18672,760,6606,0,22126,0,4,-1226,1508,992,508,-452,-528,656,1220,997,272,-514
2026-05-18,7,20863,A,22861,18781,761,6606,0,22126,0,4,-980,1508,992,192,-451,-530,543,971,997,243,-513
2026-05-18,8,20530,A,22529,18476,762,6606,0,22126,0,4,-1135,1509,992,178,-452,-529,536,970,997,235,-514
2026-05-18,9,20166,A,22498,18134,732,6606,0,22126,0,4,-1020,1510,992,-348,-452,-514,112,1344,997,16,-514
2026-05-18,10,19634,A,22133,17610,701,6606,0,22126,0,148,-1019,1510,992,-389,-451,-497,94,1360,997,0,-514
2026-05-18,11,20261,A,22735,18272,670,6606,20,22126,0,16,-352,1511,992,-562,-451,-380,-51,987,996,0,-514
2026-05-18,12,20373,A,22910,18291,638,6606,311,22126,0,9,-523,1511,992,-568,-452,-438,-56,941,996,0,-514
2026-05-18,13,22027,A,24368,19771,597,6606,911,22126,0,8,-558,1510,992,-338,-452,-529,119,947,996,0,-514
2026-05-18,14,23652,A,25974,21232,556,6606,1390,22126,0,6,-412,1510,992,-320,-452,-530,130,977,996,0,-514
2026-05-18,15,26173,A,28176,23674,535,6606,2300,22126,0,7,-106,1508,992,525,-451,-531,654,1351,997,0,-514
2026-05-18,16,26659,A,28661,24003,514,6606,3331,22126,0,5,-153,1508,992,614,-452,-531,679,1397,997,0,-514
2026-05-18,17,26607,A,28607,23906,507,6606,4308,22126,0,4,-670,1507,992,987,-451,-531,985,1397,997,0,-514
2026-05-18,18,26483,A,28483,23845,499,6606,4963,22126,0,5,-543,1507,992,1003,-451,-530,997,1397,997,0,-514
2026-05-18,19,26337,A,28342,23648,542,6606,5751,22126,0,8,-446,1507,992,1003,-452,-531,1016,1397,997,0,-514
2026-05-18,20,25890,A,27892,23288,584,6606,5555,22126,0,6,-209,1507,992,1004,-451,-531,1017,1397,997,0,-514
2026-05-18,21,26186,A,28302,23627,656,6606,5609,22126,0,119,118,1507,992,1004,-452,-531,1016,1397,997,0,-514
2026-05-18,22,26625,A,28744,23972,728,6606,6191,22126,0,123,151,1507,992,1003,-452,-530,1016,1397,997,0,-514
2026-05-18,23,26307,A,28429,23666,775,6606,6662,22126,0,123,183,1507,992,1003,-452,-531,1016,1397,997,0,-516
2026-05-18,24,25958,A,27965,23372,821,6606,6900,22126,0,10,236,1507,992,1003,-452,-531,1016,1397,996,0,-514
2026-05-18,25,25690,A,27691,23237,908,6606,7271,22126,0,7,303,1507,992,1002,-451,-530,1016,1397,996,0,-513
2026-05-18,26,25941,A,27902,23514,995,6606,7908,22126,0,7,538,1507,992,1003,-452,-488,1016,1397,996,0,-514
2026-05-18,27,25712,A,27471,23406,1057,6606,7759,22126,0,9,538,1507,992,1002,-411,-342,1016,1397,997,0,-497
2026-05-18,28,24657,A,26121,22478,1118,6606,7707,22126,0,9,785,1507,992,1002,-369,-192,1016,1392,997,0,-394
2026-05-18,29,24291,A,25743,22104,1100,6606,7505,22126,0,8,499,1507,992,1003,-447,-44,997,1331,997,0,-453
2026-05-18,30,24149,A,25642,21825,1081,6606,7375,22126,0,10,388,1506,992,1003,-452,-65,996,1293,997,0,-466
2026-05-18,31,24299,A,25590,21860,1091,6606,6905,22126,0,12,442,1507,992,956,-392,-4,991,919,997,0,-383
2026-05-18,32,25085,A,26157,22587,1101,6606,6246,22126,0,12,1028,1507,992,953,-243,0,989,844,998,0,-317
2026-05-18,33,26008,A,26928,23499,1129,6606,5359,22126,0,9,1610,1508,992,690,-93,0,689,471,997,0,-318
2026-05-18,34,27233,A,28116,24801,1156,6606,4437,22126,0,12,1931,1507,992,627,-1,0,678,443,997,0,-370
2026-05-18,35,27890,A,29251,25473,1237,6606,4021,22126,0,101,1965,1509,992,-392,0,0,551,666,997,0,-368
2026-05-18,36,29077,A,30350,26651,1318,6606,3197,22126,0,12,2240,1508,990,-450,-25,0,480,723,996,0,-286
2026-05-18,37,28891,A,31407,26453,1339,6606,2357,22126,0,6,2242,1512,946,-987,-67,0,-821,1097,969,0,-135
2026-05-18,38,29418,A,31932,26887,1360,6606,1723,22126,0,6,2584,1513,945,-1014,-1,0,-941,1115,968,0,-52
2026-05-18,39,30335,A,32896,27818,1379,6606,1088,22126,0,29,2912,1513,989,-1013,0,0,-1019,770,995,0,0
2026-05-18,40,29883,A,32582,27463,1398,6606,510,22126,0,163,2845,1513,992,-1014,0,0,-1022,719,995,0,68
2026-05-18,41,29277,A,31977,26950,1527,6606,152,22126,0,164,2838,1255,992,-1014,0,0,-1022,616,951,0,195
2026-05-18,42,28941,A,31639,26693,1656,6606,13,22126,0,162,2986,1231,991,-1014,56,11,-1022,581,947,0,149
2026-05-18,43,28413,A,31111,26142,1827,6606,0,22126,0,167,2813,1365,953,-1015,11,-22,-994,290,890,0,130
2026-05-18,44,27065,A,29735,24796,1997,6606,0,22126,0,167,2655,1379,952,-1014,0,0,-989,237,888,0,30
2026-05-18,45,25639,A,27525,23529,2127,6606,0,22126,0,168,2619,1461,989,-702,0,0,-515,21,958,0,-1
2026-05-18,46,24052,A,25896,22168,2256,6606,0,22126,0,154,3022,1470,992,-690,0,0,-494,-6,963,0,68
2026-05-18,47,22488,A,24546,20835,2369,6606,0,22126,0,9,3409,1508,992,-1001,-56,0,-487,-5,993,0,82
2026-05-18,48,21872,A,24137,20270,2482,6606,0,22126,0,151,3533,1512,992,-1014,-11,0,-487,-34,995,0,-68
2026-05-19,1,21110,A,24007,19506,2600,6606,0,22126,0,165,3731,1511,992,-1014,0,0,-590,-412,995,0,-216
2026-05-19,2,20865,A,23812,19225,2718,6606,0,22126,0,164,3653,1511,992,-1015,0,0,-593,-489,995,0,-186
2026-05-19,3,20339,A,23649,18761,2838,6606,0,22126,0,164,3540,1511,992,-1014,0,0,-595,-875,995,0,-162
2026-05-19,4,20442,A,23920,18981,2958,6606,0,22126,0,164,3876,1511,992,-1017,0,0,-597,-953,995,0,-247
2026-05-19,5,19927,A,24366,18639,3101,6606,0,22126,0,172,3988,1513,992,-1014,-69,0,-1005,-1348,995,0,-331
2026-05-19,6,19264,A,23952,18018,3243,6606,0,22126,0,174,3838,1512,992,-1014,-221,0,-1022,-1400,995,0,-357
2026-05-19,7,18520,A,24130,17307,3368,6606,0,22126,0,770,3735,1512,992,-1015,-365,0,-1022,-1446,996,0,-492
2026-05-19,8,18359,A,24282,17130,3492,6606,0,22126,0,1004,3903,1513,992,-1014,-401,-17,-1022,-1451,995,0,-514
2026-05-19,9,18484,A,24389,17311,3606,6606,0,22126,0,989,4143,1512,992,-1014,-401,-13,-1022,-1452,973,0,-514
2026-05-19,10,18480,A,24496,17346,3719,6606,0,22126,0,985,4054,1511,985,-1014,-401,-127,-1022,-1453,963,0,-514
2026-05-19,11,18114,A,23936,17074,3787,6606,0,22126,0,806,4059,1106,730,-1014,-401,-112,-1022,-1453,651,0,-514
2026-05-19,12,18803,A,24371,17788,3855,6606,25,22126,0,475,3947,1066,714,-1015,-401,-188,-1022,-1453,635,0,-514
2026-05-19,13,20355,A,25682,19230,3915,6606,137,22126,0,146,3975,1199,783,-1015,-403,-275,-1022,-1453,753,0,-513
2026-05-19,14,21982,A,27220,20741,3975,6606,456,22126,0,9,3965,1213,792,-1005,-444,-326,-1016,-1424,767,0,-514
2026-05-19,15,24629,A,28464,23140,3974,6606,799,22126,0,3,3914,1482,978,-371,-451,-475,-457,-1064,983,0,-514
2026-05-19,16,25483,A,29159,23851,3972,6606,1134,22126,0,0,3761,1509,992,-327,-451,-527,-368,-989,997,0,-514
2026-05-19,17,26715,A,29315,24965,3971,6606,1629,22126,0,7,3651,1505,992,630,-451,-528,886,-601,997,0,-513
2026-05-19,18,26643,A,29166,24908,3970,6606,2284,22126,0,6,3703,1505,992,758,-452,-528,997,-523,997,0,-514
2026-05-19,19,26971,A,29113,25058,3984,6606,3005,22126,0,6,3527,1504,992,993,-452,-526,1016,-144,997,0,-514
2026-05-19,20,26755,A,28758,24824,3998,6606,3677,22126,0,3,3348,1505,992,1003,-452,-426,1017,-108,997,0,-514
2026-05-19,21,26222,A,28307,24348,3969,6606,4033,22126,0,45,3126,1505,992,1004,-452,-338,1017,-236,997,0,-514
2026-05-19,22,25906,A,28119,24021,3940,6606,4963,22126,0,276,3167,1505,992,1002,-451,-190,1017,-282,997,0,-514
2026-05-19,23,25639,A,28200,23793,3879,6606,6067,22126,0,316,3634,1505,992,1003,-452,-116,1017,-663,997,0,-514
2026-05-19,24,25004,A,27743,23217,3817,6606,6759,22126,0,470,3773,1505,992,1003,-452,-86,1017,-717,997,0,-514
2026-05-19,25,24949,A,28111,23095,3723,6606,7725,22126,0,813,3749,1505,992,1002,-451,-83,1017,-802,997,0,-513
2026-05-19,26,24862,A,28063,22871,3629,6606,7214,22126,0,897,3849,1505,992,1003,-451,0,1017,-840,997,0,-513
2026-05-19,27,24569,A,28180,22487,3632,6606,7546,22126,0,1020,3604,1506,992,994,-451,0,1017,-1195,997,0,-445
2026-05-19,28,23986,A,27666,21770,3634,6606,6833,22126,0,1173,3242,1505,992,991,-451,0,1017,-1239,997,0,-317
2026-05-19,29,23607,A,27257,21293,3598,6606,7576,22126,0,1160,3187,1506,992,645,-451,0,897,-1239,997,0,-300
2026-05-19,30,23801,A,27456,21495,3561,6606,6893,22126,0,1165,3390,1505,992,585,-451,0,892,-1239,996,0,-300
2026-05-19,31,23366,A,27170,21180,3591,6606,6060,22126,0,1153,3377,1506,992,-186,-426,0,992,-1239,997,0,-300
2026-05-19,32,24462,A,28101,22371,3621,6606,5280,22126,0,953,3700,1506,992,-204,-427,-27,991,-1227,996,0,-301
2026-05-19,33,24710,A,28281,22571,3637,6606,4679,22126,0,832,3603,1508,992,-570,-299,0,508,-1070,997,0,-300
2026-05-19,34,25330,A,28755,23252,3652,6606,4090,22126,0,604,3533,1507,991,-588,-352,0,486,-1019,996,0,-362
2026-05-19,35,26839,A,30239,24658,3551,6606,3102,22126,0,353,3304,1507,992,-995,-450,-71,542,-631,996,0,-400
2026-05-19,36,28042,A,31478,25833,3450,6606,2450,22126,0,319,3820,1507,991,-1014,-452,-198,547,-552,996,0,-401
2026-05-19,37,28464,A,31595,26380,3332,6606,1893,22126,0,319,3742,1505,992,-1014,-452,-257,978,-174,996,0,-415
2026-05-19,38,28358,A,31418,26250,3213,6606,1434,22126,0,320,3592,1506,992,-1014,-452,-217,996,-120,996,0,-437
2026-05-19,39,28755,A,31836,26732,3116,6606,843,22126,0,315,3633,1506,991,-1015,-452,-269,916,-17,996,0,-513
2026-05-19,40,28538,A,31626,26406,3019,6606,415,22126,0,313,3212,1505,990,-1014,-452,-291,913,-5,996,0,-513
2026-05-19,41,28110,A,31306,25946,2981,6606,112,22126,0,311,3098,1487,969,-1012,-452,-402,942,-5,997,0,-514
2026-05-19,42,27911,A,31085,25714,2942,6606,8,22126,0,309,2823,1485,968,-885,-452,-509,943,-5,996,0,-514
2026-05-19,43,27960,A,30125,25699,2971,6606,0,22126,0,167,2723,1504,991,221,-452,-527,838,-5,996,0,-514
2026-05-19,44,26836,A,28976,24586,2999,6606,0,22126,0,142,2521,1505,992,239,-452,-527,832,-5,996,0,-514
2026-05-19,45,25516,A,27768,23333,3010,6606,0,22126,0,8,2454,1507,992,-268,-452,-505,413,-5,996,0,-514
2026-05-19,46,24008,A,26175,21974,3021,6606,0,22126,0,9,2080,1507,992,-304,-435,-371,395,-35,996,0,-513
2026-05-19,47,22530,A,25719,20621,2969,6606,0,22126,0,8,2090,1507,992,-960,-448,-347,411,-412,996,0,-514
2026-05-19,48,21788,A,24986,19851,2916,6606,0,22126,0,7,1876,1507,992,-997,-423,-268,416,-490,995,0,-513
2026-05-20,1,21484,A,25278,19484,2882,6606,0,22126,0,446,1912,1443,992,-806,-451,-202,901,-875,995,0,-514
2026-05-20,2,21057,A,24885,19048,2847,6606,0,22126,0,575,1784,1436,991,-796,-443,-57,923,-943,995,0,-514
2026-05-20,3,21164,A,24692,19180,2836,6606,0,22126,0,573,1690,1454,947,-356,-379,0,711,-1207,996,0,-513
2026-05-20,4,21203,A,24713,19232,2825,6606,0,22126,0,574,1710,1457,945,-336,-377,0,702,-1209,996,0,-514
2026-05-20,5,21190,A,24128,19185,2795,6606,0,22126,0,578,1657,1503,973,-270,-257,0,396,-819,996,0,-514
2026-05-20,6,20584,A,23581,18529,2764,6606,0,22126,0,576,1180,1507,975,-276,-329,0,384,-802,996,0,-514
2026-05-20,7,20129,A,24093,18149,2754,6606,0,22126,0,573,1280,1507,991,-915,-271,0,606,-1191,996,0,-514
2026-05-20,8,19707,A,23642,17683,2743,6606,0,22126,0,576,1047,1507,992,-951,-184,0,604,-1211,995,0,-513
2026-05-20,9,19267,A,22804,17303,2727,6606,0,22126,0,572,1197,1247,992,-968,-122,0,-35,-841,985,0,-499
2026-05-20,10,18989,A,22463,17135,2711,6606,0,22126,0,599,1398,1221,990,-968,-157,-19,-91,-765,984,0,-375
2026-05-20,11,19368,A,22749,17575,2616,6606,6,22126,0,229,1748,1361,946,-1012,-28,0,-964,-382,984,0,-266
2026-05-20,12,19482,A,22938,17682,2520,6606,183,22126,0,260,1724,1375,944,-1013,-41,0,-975,-305,984,0,-362
2026-05-20,13,21306,A,23401,19379,2438,6606,651,22126,0,367,1524,1477,978,-834,-77,0,138,74,976,0,-317
2026-05-20,14,22867,A,24907,20932,2356,6606,1268,22126,0,67,1893,1487,981,-747,-229,-66,239,150,976,0,-431
2026-05-20,15,24793,A,26415,22642,2391,6606,1699,22126,0,9,1299,1504,991,793,-381,-219,956,523,995,0,-513
2026-05-20,16,25293,A,27138,23047,2426,6606,2365,22126,0,9,1374,1505,992,1003,-452,-370,997,599,997,0,-514
2026-05-20,17,25897,A,27877,23507,2559,6606,3212,22126,0,8,1429,1505,992,1003,-451,-507,997,972,997,0,-514
2026-05-20,18,25580,A,27574,23284,2691,6606,4172,22126,0,8,1504,1505,991,1002,-451,-521,997,1043,997,0,-514
2026-05-20,19,25729,A,27650,23268,2754,6606,4591,22126,0,8,1384,1506,992,1003,-452,-447,1016,1357,997,0,-514
2026-05-20,20,25181,A,26978,22746,2817,6606,5458,22126,0,9,1131,1506,992,1004,-452,-322,1014,1397,997,0,-514
2026-05-20,21,24136,A,25859,21762,2825,6606,6748,22126,0,14,941,1507,992,935,-452,-243,597,1397,997,0,-514
2026-05-20,22,23857,A,25510,21656,2833,6606,7164,22126,0,14,1233,1507,992,933,-390,-235,581,1397,997,0,-514
2026-05-20,23,23774,A,25490,21569,2895,6606,6405,22126,0,14,1604,1506,991,1002,-304,-385,998,1397,997,0,-513
2026-05-20,24,23993,A,25835,21792,2956,6606,6496,22126,0,14,1947,1506,992,1003,-302,-513,1016,1367,997,0,-513
2026-05-20,25,24343,A,26161,22135,3104,6606,6515,22126,0,14,2329,1506,992,1003,-262,-529,1016,993,997,0,-513
2026-05-20,26,24599,A,26426,22336,3251,6606,6517,22126,0,12,2417,1506,992,1003,-252,-529,1016,917,997,0,-534
2026-05-20,27,24029,A,25970,21816,3305,6606,6944,22126,0,203,2423,1506,991,1003,-252,-487,1016,544,997,0,-499
2026-05-20,28,23218,A,25069,21040,3359,6606,6792,22126,0,320,2228,1506,992,1003,-252,-408,1016,481,997,0,-371
2026-05-20,29,22707,A,24495,20638,3362,6606,6828,22126,0,321,2418,1506,992,1003,-252,-405,997,277,997,0,-310
2026-05-20,30,22715,A,24533,20752,3365,6606,6243,22126,0,317,2374,1506,992,1004,-252,-439,996,235,997,0,-310
2026-05-20,31,22502,A,24363,20512,3409,6606,6815,22126,0,319,2024,1506,992,1054,-252,-480,996,22,997,0,-310
2026-05-20,32,22851,A,24660,20933,3453,6606,6880,22126,0,321,2234,1505,992,1055,-320,-337,996,-5,997,0,-326
2026-05-20,33,23229,A,25313,21357,3436,6606,5903,22126,0,321,2463,1505,992,1047,-441,-364,996,-5,997,0,-453
2026-05-20,34,24264,A,26448,22505,3418,6606,5272,22126,0,317,2661,1505,992,1047,-452,-401,996,0,997,0,-514
2026-05-20,35,25226,A,27524,23419,3297,6606,4637,22126,0,318,2647,1506,992,1032,-452,-515,876,44,996,0,-513
2026-05-20,36,26036,A,28346,24174,3175,6606,3997,22126,0,317,2625,1507,991,897,-452,-527,845,79,997,0,-514
2026-05-20,37,26468,A,28847,24567,2907,6606,3184,22126,0,168,2808,1484,982,-136,-452,-528,-81,452,997,0,-514
2026-05-20,38,27023,A,29480,25064,2639,6606,2285,22126,0,165,2637,1482,982,-155,-452,-528,-144,528,996,0,-513
2026-05-20,39,27869,A,30805,25831,2349,6606,1428,22126,0,165,2456,1506,991,-779,-452,-527,88,901,996,0,-513
2026-05-20,40,28229,A,31203,26062,2059,6606,777,22126,0,165,2112,1509,992,-815,-452,-528,97,977,996,0,-514
2026-05-20,41,28082,A,31085,25828,1996,6606,276,22126,0,165,1832,1509,992,-826,-452,-527,-17,1351,996,0,-516
2026-05-20,42,27215,A,30122,24917,1932,6606,30,22126,0,165,1325,1509,991,-747,-452,-527,-3,1397,995,0,-513
2026-05-20,43,27622,A,29779,25332,1899,6606,0,22126,0,164,1238,1488,976,385,-452,-527,778,1397,984,0,-514
2026-05-20,44,26534,A,28693,24315,1865,6606,0,22126,0,166,1169,1487,976,436,-452,-527,825,1371,983,0,-514
2026-05-20,45,25317,A,27476,23085,1842,6606,0,22126,0,167,953,1505,991,425,-452,-526,707,1042,995,0,-514
2026-05-20,46,24036,A,25962,21877,1819,6606,0,22126,0,17,1005,1507,992,409,-452,-443,703,995,996,0,-514
2026-05-20,47,23088,A,24974,21027,1812,6606,0,22126,0,7,1309,1507,992,-161,-383,-321,618,918,996,0,-514
2026-05-20,48,22751,A,24452,20715,1805,6606,0,22126,0,7,1366,1507,992,-173,-338,-169,615,879,996,0,-514
2026-05-21,1,22487,A,23815,20468,1761,6606,0,22126,0,7,1392,1507,992,-2,-288,-28,713,505,997,0,-503
2026-05-21,2,21777,A,22805,19799,1716,6606,0,22126,0,7,1433,1508,992,0,-137,0,716,465,996,0,-384
2026-05-21,3,21903,A,22742,19944,1699,6606,0,22126,0,6,1546,1508,992,0,-24,0,701,546,996,0,-309
2026-05-21,4,21924,A,22627,19996,1682,6606,0,22126,0,6,1466,1507,992,0,0,0,701,543,996,0,-197
2026-05-21,5,21423,A,22270,19567,1679,6606,0,22126,0,9,1599,1507,992,308,-41,0,963,380,997,0,-297
2026-05-21,6,20749,A,21570,18930,1675,6606,0,22126,0,11,1781,1507,992,331,-1,0,959,362,997,0,-309
2026-05-21,7,20064,A,21281,18392,1705,6606,0,22126,0,11,2100,1510,992,-505,0,0,235,394,997,0,-201
2026-05-21,8,19604,A,20789,17943,1735,6606,0,22126,0,10,2078,1509,992,-585,0,0,194,394,997,0,-90
2026-05-21,9,19413,A,20776,17744,1764,6606,0,22126,0,8,2342,1510,992,-702,0,0,-84,340,997,0,-69
2026-05-21,10,19216,A,20570,17571,1793,6606,0,22126,0,8,2299,1511,992,-708,-22,0,-116,339,996,0,0
2026-05-21,11,19104,A,21632,17537,1852,6606,22,22126,0,9,2356,1514,992,-1051,42,0,-968,408,997,0,62
2026-05-21,12,19486,A,22085,17829,1910,6606,199,22126,0,11,1943,1514,992,-1066,7,0,-1022,446,996,0,97
2026-05-21,13,21259,A,23653,19337,1861,6606,471,22126,0,12,2049,1514,992,-860,61,0,-1022,818,996,0,15
2026-05-21,14,22920,A,25240,20936,1812,6606,984,22126,0,8,2545,1514,992,-766,-30,-19,-929,894,997,0,-68
2026-05-21,15,25700,A,26743,23416,1775,6606,1569,22126,0,11,2160,1508,991,537,-172,-142,530,1268,997,0,-218
2026-05-21,16,26411,A,27764,24067,1737,6606,2148,22126,0,8,2036,1507,992,632,-324,-154,680,1320,996,0,-367
2026-05-21,17,26481,A,28054,24131,1845,6606,2662,22126,0,11,1613,1507,992,1048,-443,-123,985,1388,997,0,-496
2026-05-21,18,26251,A,27920,23921,1953,6606,3538,22126,0,10,1656,1507,992,1068,-452,-193,997,1397,997,0,-514
2026-05-21,19,26264,A,28009,23876,2032,6606,4285,22126,0,8,1842,1507,991,1038,-452,-271,1016,1397,997,0,-514
2026-05-21,20,25936,A,27586,23376,2110,6606,5017,22126,0,10,1777,1506,992,1037,-447,-179,1016,1397,997,0,-514
2026-05-21,21,25242,A,26648,22753,2163,6606,5888,22126,0,10,1781,1507,992,1059,-348,-34,1016,1397,996,0,-514
2026-05-21,22,24255,A,25588,21760,2215,6606,7257,22126,0,10,1820,1507,992,1058,-309,0,1016,1397,996,0,-514
2026-05-21,23,23326,A,24691,20817,2197,6606,8129,22126,0,10,1649,1507,992,1058,-341,0,1016,1397,996,0,-514
2026-05-21,24,22699,A,23986,20199,2179,6606,9116,22126,0,10,1467,1507,991,1058,-263,0,1016,1397,996,0,-514
2026-05-21,25,22067,A,23431,19625,2122,6606,10144,22126,0,35,1144,1507,991,1033,-315,0,921,1397,996,0,-514
2026-05-21,26,21224,A,22850,18848,2064,6606,10367,22126,0,305,1348,1507,991,1031,-307,0,918,1397,997,0,-514
2026-05-21,27,20735,A,22975,18415,2059,6606,10850,22126,0,751,1368,1507,991,1052,-434,-41,1012,1397,997,0,-514
2026-05-21,28,20470,A,22746,18211,2054,6606,11488,22126,0,839,1488,1507,991,1053,-423,-1,1016,1397,997,0,-513
2026-05-21,29,20297,A,22558,18157,1960,6606,11189,22126,0,796,1394,1508,991,1052,-451,0,900,1397,996,0,-514
2026-05-21,30,20157,A,22387,17939,1865,6606,10490,22126,0,798,1022,1508,991,1044,-418,0,888,1397,996,0,-514
2026-05-21,31,20231,A,22453,18009,1806,6606,9678,22126,0,817,1134,1510,991,306,-392,0,304,1397,996,0,-513
2026-05-21,32,21240,A,22865,19004,1746,6606,9080,22126,0,237,1278,1510,991,253,-374,0,275,1397,997,0,-514
2026-05-21,33,22374,A,23819,20024,1650,6606,7758,22126,0,12,1275,1509,991,794,-419,0,482,1397,997,0,-514
2026-05-21,34,23375,A,24853,20924,1553,6606,6653,22126,0,12,1439,1509,991,821,-452,0,489,1380,996,0,-514
2026-05-21,35,24354,A,25776,21883,1436,6606,5755,22126,0,11,1491,1509,991,542,-386,-11,247,1175,996,0,-514
2026-05-21,36,25663,A,27082,23144,1318,6606,4619,22126,0,11,1421,1509,991,501,-306,-104,233,1165,996,0,-498
2026-05-21,37,26789,A,28708,24359,1287,6606,3821,22126,0,10,2150,1512,991,-563,-161,-19,-298,1371,996,0,-368
2026-05-21,38,27476,A,29333,25111,1256,6606,2815,22126,0,9,2532,1512,991,-666,-133,0,-333,1397,996,0,-216
2026-05-21,39,28034,A,30657,25828,1236,6606,1793,22126,0,0,2669,1515,992,-1049,-16,0,-987,1397,996,0,-71
2026-05-21,40,28232,A,30818,26087,1216,6606,1030,22126,0,0,2472,1515,992,-1066,0,0,-1020,1397,997,0,5
2026-05-21,41,28201,A,30140,26103,1226,6606,339,22126,0,0,2496,1513,992,-808,0,0,-631,1397,996,0,11
2026-05-21,42,27766,A,29571,25587,1235,6606,52,22126,0,0,2328,1514,992,-721,0,0,-584,1397,996,0,10
2026-05-21,43,27746,A,28253,25572,1275,6606,0,22126,0,4,2073,1510,992,258,0,0,393,1397,997,0,-3
